# Program:featureCounts v2.0.3; Command:"featureCounts" "-g" "gene_id" "-a" "/content/GCF_000146045.2_R64_genomic.gtf" "-o" "output_featurecounts.txt" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
gene-YGR006W	NC_001139.9	506070	506825	+	756	118	112	20	69
gene-YGR007W	NC_001139.9	506969	507940	+	972	376	719	110	511
gene-YGR008C	NC_001139.9	508110	508364	-	255	10317	9079	100	182
gene-YGR009C	NC_001139.9	509047	511002	-	1956	664	815	121	418
gene-YGR010W	NC_001139.9	511545	512732	+	1188	491	414	69	244
gene-YGR012W	NC_001139.9	513159	514340	+	1182	316	464	69	241
gene-YGR013W	NC_001139.9	514554	516416	+	1863	495	501	70	259
gene-YGR014W	NC_001139.9	516943	520863	+	3921	154	381	68	282
gene-YGR015C	NC_001139.9	521090	522076	-	987	87	147	22	97
gene-YGR016W	NC_001139.9	522261	522833	+	573	77	80	13	46
gene-YGR017W	NC_001139.9	523787	524680	+	894	184	397	44	237
gene-YGR018C	NC_001139.9	524365	524694	-	330	3	7	3	5
gene-YGR019W	NC_001139.9	525229	526644	+	1416	2301	2549	105	360
gene-YGR020C	NC_001139.9	526973	527329	-	357	223	551	340	1107
gene-YGR021W	NC_001139.9	527632	528504	+	873	93	314	44	140
gene-YGR023W	NC_001139.9	529264	530919	+	1656	1982	1941	156	414
gene-YNCG0021W	NC_001139.9	531610	531681	+	72	0	0	0	1
gene-YGR024C	NC_001139.9	531883	532596	-	714	638	473	201	676
gene-YGR025W	NC_001139.9	532639	532941	+	303	92	77	5	32
gene-YGR026W	NC_001139.9	532985	533821	+	837	827	827	38	329
gene-YGR027C	NC_001139.9	534132	534458	-	327	1763	4289	2738	10564
gene-YGR027W-A	NC_001139.9	536057	537379	+	1323	0	0	0	0
gene-YGR027W-B	NC_001139.9	536057	541325	+	5269	0	0	0	0
gene-YNCG0022W	NC_001139.9	541850	541921	+	72	0	0	0	0
gene-YGR028W	NC_001139.9	542203	543291	+	1089	487	810	124	456
gene-YGR029W	NC_001139.9;NC_001139.9	543553;543722	543638;544205	+;+	570	432	583	73	269
gene-YNCG0023C	NC_001139.9	544577	544648	-	72	1	0	1	8
gene-YNCG0024W	NC_001139.9	545370	545566	+	197	24	14	5	43
gene-YGR030C	NC_001139.9	545681	546157	-	477	217	191	54	217
gene-YGR031W	NC_001139.9	546441	547469	+	1029	363	522	26	87
gene-YGR031C-A	NC_001139.9	546809	547300	-	492	0	0	0	0
gene-YGR032W	NC_001139.9	548264	553951	+	5688	13540	7315	290	756
gene-YGR033C	NC_001139.9	554248	554967	-	720	935	837	251	814
gene-YGR034W	NC_001139.9;NC_001139.9	555812;556308	555830;556672	+;+	384	484	1756	2797	10617
gene-YGR035C	NC_001139.9	557072	557422	-	351	27	24	185	243
gene-YGR035W-A	NC_001139.9	557565	557786	+	222	10	22	5	26
gene-YGR036C	NC_001139.9	558149	558868	-	720	55	74	19	110
gene-YGR037C	NC_001139.9	559731	559994	-	264	925	2097	49	337
gene-YGR038W	NC_001139.9	560682	561350	+	669	112	231	61	196
gene-YNCG0025C	NC_001139.9	561662	561743	-	82	0	0	0	0
gene-YGR038C-B	NC_001139.9	562199	567467	-	5269	1	0	0	0
gene-YGR038C-A	NC_001139.9	566145	567467	-	1323	0	0	0	0
gene-YGR039W	NC_001139.9	574888	575199	+	312	13	12	1	10
gene-YGR040W	NC_001139.9	575398	576504	+	1107	85	151	19	86
gene-YGR041W	NC_001139.9	577487	579130	+	1644	129	104	6	33
gene-YGR042W	NC_001139.9	579476	580291	+	816	328	338	39	115
gene-YGR043C	NC_001139.9	580435	581436	-	1002	7327	1184	665	1041
gene-YGR044C	NC_001139.9	582990	583892	-	903	91	78	5	7
gene-YGR045C	NC_001139.9	583934	584296	-	363	9	4	0	1
gene-YGR046W	NC_001139.9	584895	586052	+	1158	1138	633	127	467
gene-YGR047C	NC_001139.9	586392	589469	-	3078	244	316	36	144
gene-YGR048W	NC_001139.9	589826	590911	+	1086	396	596	56	288
gene-YGR049W	NC_001139.9	591314	591877	+	564	507	293	832	3452
gene-YGR050C	NC_001139.9	592086	592442	-	357	130	74	14	50
gene-YGR052W	NC_001139.9	593596	594705	+	1110	4876	1486	528	2117
gene-YGR053C	NC_001139.9	594986	595837	-	852	71	97	2	14
gene-YGR054W	NC_001139.9	596693	598621	+	1929	96	246	549	1724
gene-YGR055W	NC_001139.9	599417	601141	+	1725	477	512	1055	3020
gene-YGR056W	NC_001139.9	601661	604447	+	2787	193	425	145	530
gene-YGR057C	NC_001139.9	604773	605501	-	729	630	462	100	367
gene-YGR058W	NC_001139.9	606136	607143	+	1008	205	312	80	328
gene-YGR059W	NC_001139.9	607563	609101	+	1539	38	32	7	18
gene-YNCG0026W	NC_001139.9	609584	609696	+	113	4	4	2	8
gene-YGR060W	NC_001139.9	610564	611493	+	930	1726	3385	1079	4248
gene-YGR061C	NC_001139.9	611889	615965	-	4077	1609	2246	665	1612
gene-YGR062C	NC_001139.9	616328	617278	-	951	36	101	29	95
gene-YGR063C	NC_001139.9	617516	617824	-	309	71	111	99	252
gene-YGR065C	NC_001139.9	618077	619858	-	1782	75	100	120	332
gene-YGR066C	NC_001139.9	620921	621799	-	879	50	31	5	17
gene-YGR067C	NC_001139.9	622372	624786	-	2415	2108	696	14	14
gene-YGR068C	NC_001139.9	625324	627084	-	1761	88	55	133	332
gene-YGR070W	NC_001139.9	627806	631273	+	3468	1431	1030	21	75
gene-YGR071C	NC_001139.9	631481	634063	-	2583	191	192	98	314
gene-YGR072W	NC_001139.9	634304	635467	+	1164	661	652	149	655
gene-YGR074W	NC_001139.9	635712	636152	+	441	99	169	108	454
gene-YGR075C	NC_001139.9	636147	636875	-	729	74	131	59	203
gene-YGR076C	NC_001139.9	637104	637577	-	474	131	386	33	137
gene-YGR077C	NC_001139.9	637744	639513	-	1770	242	271	61	268
gene-YGR078C	NC_001139.9	639772	640371	-	600	86	287	177	705
gene-YGR079W	NC_001139.9	640720	641832	+	1113	119	125	898	3563
gene-YGR080W	NC_001139.9	642010	643008	+	999	489	686	75	357
gene-YGR081C	NC_001139.9	643148	643780	-	633	76	77	264	975
gene-YGR082W	NC_001139.9	644044	644595	+	552	158	490	127	382
gene-YGR083C	NC_001139.9	644860	646815	-	1956	388	706	488	1628
gene-YGR084C	NC_001139.9	647123	648142	-	1020	37	229	93	338
gene-YGR085C	NC_001139.9	648383	648907	-	525	302	802	1139	4645
gene-YGR086C	NC_001139.9	649598	650617	-	1020	12014	10240	583	3336
gene-YGR087C	NC_001139.9	651290	652981	-	1692	562	156	16	22
gene-YGR088W	NC_001139.9	654634	656322	+	1689	10370	3121	129	414
gene-YGR089W	NC_001139.9	656960	659770	+	2811	211	206	263	794
gene-YNCG0027W	NC_001139.9	661749	661820	+	72	0	0	0	1
gene-YGR090W	NC_001139.9	662358	666071	+	3714	109	136	422	1323
gene-YGR091W	NC_001139.9	666341	667825	+	1485	93	164	80	329
gene-YGR092W	NC_001139.9	668189	669907	+	1719	211	189	27	128
gene-YGR093W	NC_001139.9	670388	671911	+	1524	254	333	246	726
gene-YGR094W	NC_001139.9	672186	675500	+	3315	1607	2858	1094	3419
gene-YGR095C	NC_001139.9	675671	676342	-	672	167	186	235	773
gene-YGR096W	NC_001139.9	676621	677565	+	945	80	77	22	62
gene-YGR097W	NC_001139.9	678695	682135	+	3441	540	328	114	241
gene-YGR098C	NC_001139.9	682566	687458	-	4893	50	111	17	67
gene-YGR099W	NC_001139.9	687899	689965	+	2067	141	330	44	127
gene-YGR100W	NC_001139.9	690245	693097	+	2853	596	777	38	165
gene-YGR101W	NC_001139.9	693363	694403	+	1041	271	437	43	108
gene-YGR102C	NC_001139.9	694584	695135	-	552	1329	801	134	450
gene-YGR103W	NC_001139.9	695417	697234	+	1818	326	801	1613	5294
gene-YGR104C	NC_001139.9	697445	698368	-	924	146	205	69	282
gene-YGR105W	NC_001139.9	698599	698832	+	234	299	410	71	361
gene-YGR106C	NC_001139.9	698989	699786	-	798	992	1554	320	1318
gene-YNCG0028W	NC_001139.9	700675	700756	+	82	1	1	0	2
gene-YNCG0029C	NC_001139.9;NC_001139.9	700953;701012	700988;701048	-;-	73	1	0	0	1
gene-YGR108W	NC_001139.9	703636	705051	+	1416	143	169	2	53
gene-YGR109C	NC_001139.9	705359	706501	-	1143	1	3	0	4
gene-YNCG0030C	NC_001139.9	707108	707179	-	72	1	0	0	0
gene-YGR109W-A	NC_001139.9	707610	708482	+	873	0	0	0	0
gene-YGR109W-B	NC_001139.9	707610	712254	+	4645	63	68	10	46
gene-YGR110W	NC_001139.9	713709	715046	+	1338	2432	820	44	107
gene-YGR111W	NC_001139.9	715828	717030	+	1203	2142	1941	71	245
gene-YGR112W	NC_001139.9	717358	718527	+	1170	251	433	10	48
gene-YGR113W	NC_001139.9	718893	719924	+	1032	221	345	31	155
gene-YGR116W	NC_001139.9	720409	724764	+	4356	1843	2002	260	824
gene-YGR117C	NC_001139.9	725049	726479	-	1431	116	129	91	396
gene-YGR118W	NC_001139.9;NC_001139.9	726974;727358	727038;727730	+;+	438	1241	2932	2554	10545
gene-YGR119C	NC_001139.9	728046	729671	-	1626	507	655	325	1353
gene-YGR120C	NC_001139.9	730033	730821	-	789	179	217	88	312
gene-YNCG0031W	NC_001139.9	731137	731210	+	74	0	1	1	0
gene-YGR121C	NC_001139.9	731449	732927	-	1479	4169	2570	184	497
gene-YGR121W-A	NC_001139.9	733412	733627	+	216	0	2	1	2
gene-YGR122W	NC_001139.9	733935	735143	+	1209	1650	1006	40	122
gene-YNCG0032W	NC_001139.9	736340	736411	+	72	0	1	1	5
gene-YGR123C	NC_001139.9	736662	738203	-	1542	34	134	259	712
gene-YNCG0033W	NC_001139.9	739122	739195	+	74	0	0	1	0
gene-YGR124W	NC_001139.9	739944	741662	+	1719	837	1574	594	1950
gene-YGR125W	NC_001139.9	742325	745435	+	3111	658	661	172	581
gene-YGR126W	NC_001139.9	745835	746527	+	693	116	83	18	53
gene-YGR127W	NC_001139.9	746798	747736	+	939	843	279	27	124
gene-YGR128C	NC_001139.9	747950	750091	-	2142	72	111	550	1758
gene-YGR129W	NC_001139.9	750400	751047	+	648	533	396	84	227
gene-YGR130C	NC_001139.9	751394	753844	-	2451	5171	4763	62	266
gene-YGR131W	NC_001139.9	754726	755250	+	525	193	133	10	33
gene-YGR132C	NC_001139.9	755589	756452	-	864	2738	3142	121	521
gene-YGR133W	NC_001139.9	756896	757447	+	552	469	415	35	147
gene-YGR134W	NC_001139.9	757770	761138	+	3369	195	163	76	250
gene-YGR135W	NC_001139.9	761392	762168	+	777	1581	2299	174	740
gene-YGR136W	NC_001139.9	762428	763153	+	726	2356	3797	179	690
gene-YGR138C	NC_001139.9	763762	765606	-	1845	283	633	666	2297
gene-YGR140W	NC_001139.9	767429	770299	+	2871	58	84	40	153
gene-YGR141W	NC_001139.9	770569	771972	+	1404	880	563	45	111
gene-YGR142W	NC_001139.9	772454	773686	+	1233	16211	51236	247	1853
gene-YNCG0034W	NC_001139.9	774349	774421	+	73	0	0	0	0
gene-YGR143W	NC_001139.9	775193	777508	+	2316	848	459	169	451
gene-YNCG0035W	NC_001139.9	779616	779687	+	72	0	0	0	0
gene-YGR144W	NC_001139.9	780399	781379	+	981	21	30	3	26
gene-YGR145W	NC_001139.9	781767	783890	+	2124	148	357	659	1974
gene-YGR146C	NC_001139.9	784223	784858	-	636	2620	1093	52	149
gene-YGR146C-A	NC_001139.9	785276	785437	-	162	22	49	1	13
gene-YGR147C	NC_001139.9	786054	786920	-	867	682	976	131	507
gene-YGR148C	NC_001139.9	787312	787779	-	468	984	2493	2313	10235
gene-YGR149W	NC_001139.9	789031	790329	+	1299	1567	935	44	212
gene-YGR150C	NC_001139.9	790459	793053	-	2595	422	432	78	293
gene-YNCG0036W	NC_001139.9	794417	794489	+	73	1	0	0	1
gene-YGR152C	NC_001139.9	794674	795492	-	819	15	154	124	355
gene-YGR153W	NC_001139.9	796092	796745	+	654	133	224	22	114
gene-YGR154C	NC_001139.9	796798	797868	-	1071	697	805	303	867
gene-YGR155W	NC_001139.9	798543	800066	+	1524	1599	2370	2041	5643
gene-YGR156W	NC_001139.9	800546	801823	+	1278	239	326	34	164
gene-YGR157W	NC_001139.9	802440	805049	+	2610	6260	6649	92	281
gene-YGR158C	NC_001139.9	805269	806021	-	753	138	289	218	784
gene-YGR159C	NC_001139.9	806412	807656	-	1245	149	356	5495	16706
gene-YGR161C	NC_001139.9	808629	809420	-	792	5950	2566	132	343
gene-YGR161W-C	NC_001139.9	810227	810505	+	279	1186	830	29	78
gene-YGR161W-A	NC_001139.9	811738	813054	+	1317	0	0	0	0
gene-YGR161W-B	NC_001139.9	811738	817051	+	5314	0	0	0	0
gene-YGR161C-D	NC_001139.9	817747	823015	-	5269	0	2	0	0
gene-YGR161C-C	NC_001139.9	821693	823015	-	1323	0	0	0	0
gene-YNCG0037W	NC_001139.9	823482	823555	+	74	0	0	2	1
gene-YGR162W	NC_001139.9	824059	826917	+	2859	369	1066	976	2703
gene-YGR163W	NC_001139.9	827552	828577	+	1026	344	322	89	306
gene-YGR164W	NC_001139.9	828625	828960	+	336	2	5	3	7
gene-YNCG0038C	NC_001139.9	828723	828794	-	72	0	0	0	0
gene-YGR165W	NC_001139.9	829116	830153	+	1038	203	725	113	433
gene-YGR166W	NC_001139.9	830515	832197	+	1683	105	120	62	255
gene-YGR167W	NC_001139.9	832456	833157	+	702	1905	2477	114	509
gene-YGR168C	NC_001139.9	833352	834482	-	1131	338	249	67	259
gene-YGR169C	NC_001139.9	834689	835903	-	1215	25	82	68	241
gene-YGR169C-A	NC_001139.9	836387	836665	-	279	298	164	224	971
gene-YGR170W	NC_001139.9	837142	840558	+	3417	545	561	46	237
gene-YGR171C	NC_001139.9	840824	842551	-	1728	90	191	7	86
gene-YGR172C	NC_001139.9	842845	843591	-	747	200	388	68	287
gene-YGR173W	NC_001139.9	843854	844960	+	1107	256	271	253	989
gene-YNCG0039W	NC_001139.9	845649	845719	+	71	0	0	0	1
gene-YGR174C	NC_001139.9	845893	846405	-	513	1213	1130	14	79
gene-YGR174W-A	NC_001139.9	846655	846741	+	87	26	9	0	1
gene-YGR175C	NC_001139.9	846933	848423	-	1491	2151	2035	1053	3627
gene-YGR177C	NC_001139.9	848829	850436	-	1608	56	44	53	210
gene-YGR178C	NC_001139.9	851047	853215	-	2169	2515	2489	326	1116
gene-YGR179C	NC_001139.9	853675	854895	-	1221	79	177	19	80
gene-YGR180C	NC_001139.9	855264	856301	-	1038	2247	2660	259	998
gene-YNCG0040C	NC_001139.9;NC_001139.9	857378;857454	857421;857491	-;-	82	1	0	0	0
gene-YGR181W	NC_001139.9	858287	858604	+	318	121	446	47	155
gene-YGR183C	NC_001139.9;NC_001139.9	859063;859474	859260;859476	-;-	201	3098	3178	102	434
gene-YGR184C	NC_001139.9	859901	865753	-	5853	1604	1267	160	446
gene-YGR185C	NC_001139.9	866336	867520	-	1185	224	577	518	2281
gene-YGR186W	NC_001139.9	867774	869981	+	2208	1688	1485	234	805
gene-YGR187C	NC_001139.9	870232	871416	-	1185	77	148	511	1700
gene-YGR188C	NC_001139.9	872044	875109	-	3066	19	84	15	64
gene-YNCG0041W	NC_001139.9	876394	876466	+	73	0	0	0	0
gene-YGR189C	NC_001139.9	876669	878192	-	1524	1198	1934	228	1988
gene-YNCG0042C	NC_001139.9;NC_001139.9	878710;878780	878745;878815	-;-	72	0	0	0	0
gene-YGR191W	NC_001139.9	880420	882231	+	1812	157	349	792	2294
gene-YGR192C	NC_001139.9	882812	883810	-	999	147078	123623	4592	16365
gene-YGR193C	NC_001139.9	884509	885741	-	1233	1558	1396	78	309
gene-YGR194C	NC_001139.9	886073	887875	-	1803	794	1388	14	57
gene-YGR195W	NC_001139.9	888882	889622	+	741	301	354	211	824
gene-YGR196C	NC_001139.9	889733	892186	-	2454	327	356	87	251
gene-YGR197C	NC_001139.9	892497	894140	-	1644	306	354	20	77
gene-YGR198W	NC_001139.9	894693	897146	+	2454	169	463	207	606
gene-YGR199W	NC_001139.9	897502	899781	+	2280	139	311	40	194
gene-YGR200C	NC_001139.9	899904	902270	-	2367	219	366	375	1363
gene-YGR201C	NC_001139.9	902520	903197	-	678	3630	1168	73	167
gene-YGR202C	NC_001139.9	903474	904748	-	1275	178	457	171	693
gene-YGR203W	NC_001139.9	905237	905683	+	447	69	210	22	81
gene-YGR204W	NC_001139.9	905934	908774	+	2841	397	1013	213	705
gene-YGR204C-A	NC_001139.9	909061	909174	-	114	41	40	1	1
gene-YGR205W	NC_001139.9	909213	910085	+	873	385	337	5	24
gene-YGR206W	NC_001139.9	910432	910737	+	306	266	198	36	139
gene-YGR207C	NC_001139.9	910843	911628	-	786	320	1212	161	540
gene-YGR208W	NC_001139.9	911883	912812	+	930	8	33	282	869
gene-YGR209C	NC_001139.9	912913	913227	-	315	5045	5463	174	682
gene-YGR210C	NC_001139.9	913503	914738	-	1236	1151	1732	265	952
gene-YGR211W	NC_001139.9	915241	916701	+	1461	2137	8743	426	1560
gene-YGR212W	NC_001139.9	917040	918446	+	1407	80	100	19	55
gene-YGR213C	NC_001139.9	918512	919465	-	954	20	34	8	30
gene-YGR214W	NC_001139.9;NC_001139.9	920575;921120	920664;921788	+;+	759	1571	3920	2224	8313
gene-YGR215W	NC_001139.9	922175	922507	+	333	178	469	57	253
gene-YGR216C	NC_001139.9	922633	924462	-	1830	231	259	89	312
gene-YGR217W	NC_001139.9	924696	930815	+	6120	317	239	54	156
gene-YNCG0043C	NC_001139.9	930953	931023	-	71	0	0	0	1
gene-YGR218W	NC_001139.9	932541	935795	+	3255	2887	2198	354	1097
gene-YGR220C	NC_001139.9	936074	936883	-	810	179	611	69	267
gene-YGR221C	NC_001139.9	937124	938992	-	1869	152	147	11	10
gene-YNCG0044C	NC_001139.9	939459	939672	-	214	0	2	0	1
gene-YNCG0045C	NC_001139.9	939494	939672	-	179	0	0	0	0
gene-YGR222W	NC_001139.9	939923	940804	+	882	65	330	31	122
gene-YGR223C	NC_001139.9	940869	942215	-	1347	239	202	27	128
gene-YGR224W	NC_001139.9	942806	944647	+	1842	42	49	9	24
gene-YGR225W	NC_001139.9;NC_001139.9	945145;946421	946327;947019	+;+	1782	62	51	6	7
gene-YGR227W	NC_001139.9	947420	948997	+	1578	97	139	61	183
gene-YGR227C-A	NC_001139.9	949052	949225	-	174	1	0	2	13
gene-YGR229C	NC_001139.9	949382	950899	-	1518	190	772	652	2075
gene-YGR230W	NC_001139.9	951894	952307	+	414	491	305	21	65
gene-YGR231C	NC_001139.9	952548	953480	-	933	3329	3189	104	411
gene-YGR232W	NC_001139.9	953960	954646	+	687	351	544	40	148
gene-YGR233C	NC_001139.9	954674	958210	-	3537	764	926	62	262
gene-YGR234W	NC_001139.9	959904	961103	+	1200	940	3995	28	234
gene-YGR235C	NC_001139.9	961360	962061	-	702	1146	1808	85	363
gene-YGR236C	NC_001139.9	962530	962817	-	288	13116	1325	184	134
gene-YGR237C	NC_001139.9	963298	965655	-	2358	570	467	41	154
gene-YGR238C	NC_001139.9	966039	968687	-	2649	152	249	25	91
gene-YGR239C	NC_001139.9	969187	970053	-	867	74	265	56	163
gene-YGR240C	NC_001139.9	970771	973734	-	2964	5003	4469	980	2821
gene-YGR240C-A	NC_001139.9	974577	974777	-	201	11	16	14	37
gene-YGR241C	NC_001139.9	974875	976581	-	1707	148	258	77	324
gene-YGR243W	NC_001139.9	977336	977776	+	441	4501	1782	286	1058
gene-YGR244C	NC_001139.9	978036	979319	-	1284	4538	6499	81	413
gene-YGR245C	NC_001139.9	979765	982068	-	2304	201	380	848	2520
gene-YGR246C	NC_001139.9	982482	984272	-	1791	959	863	73	245
gene-YGR247W	NC_001139.9	984966	985685	+	720	207	272	3	30
gene-YGR248W	NC_001139.9	985972	986739	+	768	3607	2066	36	86
gene-YGR249W	NC_001139.9	988049	989419	+	1371	903	1352	67	99
gene-YGR250C	NC_001139.9	991176	993521	-	2346	1538	5807	146	548
gene-YGR251W	NC_001139.9	995639	996229	+	591	126	152	76	262
gene-YGR252W	NC_001139.9	996869	998188	+	1320	365	543	89	356
gene-YGR253C	NC_001139.9	998358	999140	-	783	3367	4796	148	686
gene-YGR254W	NC_001139.9	1000927	1002240	+	1314	104232	84680	1841	4794
gene-YGR255C	NC_001139.9	1002523	1003962	-	1440	301	373	19	160
gene-YNCG0046W	NC_001139.9	1004216	1004287	+	72	0	0	0	0
gene-YGR256W	NC_001139.9	1004624	1006102	+	1479	1734	250	32	57
gene-YGR257C	NC_001139.9	1006205	1007305	-	1101	99	231	38	145
gene-YGR258C	NC_001139.9	1007671	1010766	-	3096	663	529	111	353
gene-YGR260W	NC_001139.9	1012485	1014089	+	1605	391	540	293	716
gene-YGR261C	NC_001139.9	1014321	1016750	-	2430	83	245	57	226
gene-YGR262C	NC_001139.9	1016974	1017759	-	786	319	482	74	260
gene-YGR263C	NC_001139.9	1017967	1019241	-	1275	250	217	26	76
gene-YGR264C	NC_001139.9	1019598	1021853	-	2256	150	248	828	2731
gene-YGR266W	NC_001139.9	1022656	1024761	+	2106	682	828	25	198
gene-YGR267C	NC_001139.9	1025004	1025735	-	732	1069	1239	170	579
gene-YGR268C	NC_001139.9	1026057	1026653	-	597	1002	776	46	153
gene-YGR270W	NC_001139.9	1027370	1031509	+	4140	1150	1274	110	425
gene-YGR271W	NC_001139.9	1031791	1037694	+	5904	266	372	55	192
gene-YGR271C-A	NC_001139.9	1037800	1038501	-	702	400	137	304	910
gene-YGR273C	NC_001139.9	1038715	1039239	-	525	1	1	0	0
gene-YGR274C	NC_001139.9	1039895	1043095	-	3201	492	481	87	283
gene-YGR275W	NC_001139.9	1043276	1043749	+	474	558	405	53	157
gene-YGR276C	NC_001139.9	1043819	1045480	-	1662	322	485	111	286
gene-YGR277C	NC_001139.9	1045644	1046561	-	918	49	112	83	301
gene-YGR278W	NC_001139.9	1046731	1048464	+	1734	189	180	58	215
gene-YGR279C	NC_001139.9	1048798	1049958	-	1161	1326	5127	256	997
gene-YGR280C	NC_001139.9	1050910	1051725	-	816	1293	801	840	2788
gene-YGR281W	NC_001139.9	1052824	1057257	+	4434	1298	528	111	314
gene-YGR282C	NC_001139.9	1057783	1058724	-	942	10197	11458	1202	3376
gene-YGR283C	NC_001139.9	1059015	1060040	-	1026	198	223	271	904
gene-YGR284C	NC_001139.9	1060658	1061590	-	933	1510	1688	74	477
gene-YGR285C	NC_001139.9	1061852	1063153	-	1302	404	1870	1105	3634
gene-YGR286C	NC_001139.9	1063813	1064940	-	1128	207	535	42	197
gene-YGR287C	NC_001139.9	1067222	1068991	-	1770	1742	1056	49	128
gene-YGR288W	NC_001139.9	1070293	1071714	+	1422	487	304	34	115
gene-YGR289C	NC_001139.9	1073963	1075813	-	1851	13862	8626	168	274
gene-YGR292W	NC_001139.9	1076599	1078353	+	1755	3257	2339	48	107
gene-YGR294W	NC_001139.9	1080306	1080668	+	363	7	2	3	0
gene-YGR295C	NC_001139.9	1081584	1082729	-	1146	622	524	24	67
gene-YGR296W	NC_001139.9;NC_001139.9	1084864;1085031	1084882;1090591	+;+	5580	0	2	0	0
gene-YHL050C	NC_001140.6;NC_001140.6	445;2671	1897;3311	-;-	2094	157	195	10	35
gene-YHL049C	NC_001140.6	3726	4541	-	816	0	0	0	0
gene-YHL048C-A	NC_001140.6	5663	5797	-	135	0	0	0	1
gene-YHL048W	NC_001140.6	6401	7546	+	1146	107	141	15	38
gene-YHL047C	NC_001140.6	8351	10213	-	1863	557	406	33	57
gene-YHL046C	NC_001140.6	11923	12285	-	363	4	2	1	5
gene-YHL045W	NC_001140.6	12502	12849	+	348	1	1	0	0
gene-YHL044W	NC_001140.6	13565	14272	+	708	52	29	1	16
gene-YHL043W	NC_001140.6	14901	15413	+	513	112	53	8	21
gene-YHL042W	NC_001140.6	15667	16119	+	453	87	65	6	13
gene-YHL041W	NC_001140.6	17392	17841	+	450	0	0	1	3
gene-YHL040C	NC_001140.6	19088	20971	-	1884	842	888	238	259
gene-YHL039W	NC_001140.6	21783	23540	+	1758	391	305	284	965
gene-YHL038C	NC_001140.6	23617	25509	-	1893	30	104	18	85
gene-YHL037C	NC_001140.6	25778	26179	-	402	4	0	0	0
gene-YHL036W	NC_001140.6	26241	27881	+	1641	134	117	52	103
gene-YHL035C	NC_001140.6	27978	32756	-	4779	530	756	19	82
gene-YHL034C	NC_001140.6	33193	34077	-	885	5079	6066	140	653
gene-YHL033C	NC_001140.6	35255	36025	-	771	648	2008	2279	10054
gene-YHL032C	NC_001140.6	36379	38508	-	2130	8694	16744	198	828
gene-YHL031C	NC_001140.6	38815	39486	-	672	506	563	96	290
gene-YHL030W	NC_001140.6	40084	45690	+	5607	196	372	28	108
gene-YHL029C	NC_001140.6	45929	47968	-	2040	145	114	305	968
gene-YHL028W	NC_001140.6	48763	50580	+	1818	95	133	8	31
gene-YHL027W	NC_001140.6	51111	52988	+	1878	2290	1188	539	1679
gene-YHL026C	NC_001140.6	53219	54166	-	948	62	88	57	240
gene-YHL025W	NC_001140.6	54851	55849	+	999	642	703	74	233
gene-YHL024W	NC_001140.6	56649	58790	+	2142	692	419	11	19
gene-YHL023C	NC_001140.6	59123	62563	-	3441	374	454	69	249
gene-YNCH0001W	NC_001140.6	62755	62826	+	72	0	0	0	0
gene-YHL022C	NC_001140.6	62961	64157	-	1197	79	104	4	17
gene-YHL021C	NC_001140.6	64462	65859	-	1398	1581	1466	26	72
gene-YHL020C	NC_001140.6	66242	67456	-	1215	3231	2062	190	471
gene-YHL019C	NC_001140.6	67731	69548	-	1818	293	353	31	98
gene-YHL018W	NC_001140.6	69708	70070	+	363	9	14	3	8
gene-YHL017W	NC_001140.6	70276	71874	+	1599	86	159	87	296
gene-YHL016C	NC_001140.6	72037	74244	-	2208	114	218	31	134
gene-YHL015W-A	NC_001140.6	74699	74782	+	84	18	9	4	7
gene-YHL015W	NC_001140.6	75412	75777	+	366	1459	6688	5177	18809
gene-YHL014C	NC_001140.6	76097	77314	-	1218	59	66	54	196
gene-YHL013C	NC_001140.6	77430	78353	-	924	85	182	148	572
gene-YHL012W	NC_001140.6	78936	80417	+	1482	78	38	48	240
gene-YHL011C	NC_001140.6	80654	81616	-	963	576	719	825	2662
gene-YHL010C	NC_001140.6	81964	83721	-	1758	392	339	18	71
gene-YHL009C	NC_001140.6	84068	85060	-	993	246	270	63	198
gene-YNCH0002C	NC_001140.6	85298	85371	-	74	0	0	0	0
gene-YHL009W-A	NC_001140.6	85909	87150	+	1242	0	0	0	0
gene-YHL009W-B	NC_001140.6	85909	91318	+	5410	0	0	0	0
gene-YHL008C	NC_001140.6	92627	94510	-	1884	30	52	6	29
gene-YHL007C	NC_001140.6	95118	97937	-	2820	245	435	355	1127
gene-YHL006C	NC_001140.6	98343	98795	-	453	68	61	18	54
gene-YHL005C	NC_001140.6	98828	99220	-	393	7	12	8	30
gene-YHL004W	NC_001140.6	99219	100403	+	1185	125	479	141	528
gene-YHL003C	NC_001140.6	100648	101883	-	1236	114	288	86	399
gene-YHL002W	NC_001140.6	102612	103970	+	1359	1248	1454	176	593
